,CL105_NS_Run18_0815_trimmed.result,CL146_NS_Run18_0815_trimmed.result,CL152_NS_Run18_0815_trimmed.result,CL154_NS_Run18_0815_trimmed.result,CL156_NS_Run18_0815_trimmed.result,CL162_NS_Run18_0815_trimmed.result,CL164_NS_Run18_0815_trimmed.result,CL167_trimmed.result,CL172_NS_Run18_0815_trimmed.result,CL176_trimmed.result,CL183_trimmed.result,CL187_NS_Run18_0815_trimmed.result,CL191_trimmed.result,CL196_NS_Run18_0815_trimmed.result,CL203_NS_Run18_0815_trimmed.result,CL213_trimmed.result,CL214_NS_Run18_0815_trimmed.result,CL219_NS_Run18_0815_trimmed.result,CL228_trimmed.result,CL236_trimmed.result,CL240_NS_Run18_0815_trimmed.result,CL244_trimmed.result,CL253_trimmed.result,CL41_NS_Run18_0815_trimmed.result,CL50_NS_Run18_0815_trimmed.result,CL53_NS_Run18_0815_trimmed.result,CL56_NS_Run18_0815_trimmed.result,CL85_NS_Run18_0815_trimmed.result,Female-Ctrl_NS_Run18_0815_trimmed.result,Male-Ctrl_NS_Run18_0815_trimmed.result
hsa-mir-200b,0,43,49,23,13,39,39,0,42,0,0,0,0,12,59,53,40,0,8,0,44,11,0,34,31,22,61,0,123,32
hsa-mir-200a,12,19,20,6,0,27,17,0,30,0,0,7,0,19,31,16,37,6,8,0,17,5,0,11,6,19,24,6,78,22
hsa-mir-30e,10621,40314,69308,27391,45385,63084,33496,2136,42731,2472,1778,7344,1836,12408,64096,9115,71372,2150,7209,39,68765,7857,140,42102,41447,62762,56992,18124,63992,21523
hsa-mir-30c-1,2018,7873,9012,5258,5505,7855,5523,338,8367,226,256,1026,208,1927,8409,4391,9484,393,963,9,10996,1629,23,7288,9488,8518,10503,2535,15510,5045
hsa-mir-197,564,1525,0,2377,0,0,986,116,2947,0,18,0,0,761,1731,1728,0,146,305,0,0,151,0,0,2782,0,3223,450,1868,1162
hsa-mir-320b-1,34,30,57,68,46,142,25,0,73,0,0,8,0,25,84,28,61,0,12,0,52,0,0,64,65,64,59,24,127,56
hsa-mir-942,0,16,8,0,10,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,9,0,18,0,18,16,0,47,10
hsa-mir-92b,242,300,695,332,351,194,282,67,389,17,64,137,0,71,254,164,340,0,0,0,485,0,0,712,272,562,720,99,0,0
hsa-mir-4677,16,29,62,43,39,24,46,0,56,0,0,14,0,0,66,19,73,0,9,0,57,8,0,67,34,52,86,15,51,55
hsa-mir-146b,0,0,0,14507,0,0,7012,0,0,0,0,1695,234,0,0,4274,0,0,0,0,0,2620,0,0,0,0,29173,0,5632,9143
hsa-mir-548e,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3161,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,7,0,6,0
hsa-mir-130a,26,146,140,0,11,48,0,62,0,15,0,0,0,42,257,116,237,42,76,0,37,36,0,99,16,144,0,0,731,0
hsa-mir-548k,16,115,141,114,112,60,92,5,217,10,5,18,5,27,164,66,167,0,12,0,151,40,0,125,99,114,210,47,159,108
hsa-mir-548k*,16,115,141,114,112,60,92,5,217,10,5,18,5,27,164,66,167,0,12,0,151,40,0,125,99,114,210,47,159,108
hsa-mir-200c,21,49,66,28,30,63,22,0,56,0,0,18,6,36,141,22,98,0,18,0,59,8,0,40,29,57,64,44,79,25
hsa-mir-141,1197,2457,2090,608,1887,4018,981,67,1899,128,63,826,68,1546,5451,596,4102,149,1069,0,1723,132,6,2587,1561,2962,2146,858,3036,751
hsa-mir-196a-2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-148b,0,1482,2473,1826,1372,0,915,85,2383,77,68,471,65,0,3574,715,0,175,0,0,1662,301,0,1215,1440,1419,2532,814,2351,1159
hsa-mir-331,0,252,494,0,222,317,87,20,456,0,8,160,12,130,1060,75,339,50,0,0,265,0,0,82,232,199,238,0,188,0
hsa-mir-3922,0,9,6,0,0,0,0,0,6,0,0,0,0,0,5,5,11,0,0,0,0,0,0,9,5,6,0,0,0,0
hsa-mir-17,355,1262,2024,1041,1592,1525,829,76,1534,55,73,271,69,451,1704,387,2081,88,306,0,1870,255,10,911,1132,1775,1472,587,2165,798
hsa-mir-17*,355,1262,2024,1041,1592,1525,829,76,1534,55,73,271,69,451,1704,387,2081,88,306,0,1870,255,10,911,1132,1775,1472,587,2165,798
hsa-mir-18a,0,0,0,0,117,0,0,0,276,0,0,0,0,0,0,46,0,11,0,0,119,19,0,0,0,0,126,0,300,108
hsa-mir-19a,81,284,244,96,360,435,162,20,421,12,0,41,10,59,629,54,364,7,30,0,442,66,0,218,299,213,266,132,511,0
hsa-mir-20a,469,2288,4477,1040,3545,2743,1866,121,1812,41,79,397,49,815,3072,300,3362,127,351,0,0,381,6,1755,1833,3290,2695,1122,2276,841
hsa-mir-19b-1,487,1904,1909,567,2967,2819,1184,95,0,55,29,241,32,440,4552,295,2828,48,159,0,3257,459,0,1419,2333,1381,2077,1029,3022,548
hsa-mir-92a-1,26101,68486,56968,47110,68254,76186,46599,5015,61533,2669,2960,11588,1636,25879,84604,39597,95615,8199,13245,43,102984,15464,511,88948,84037,100025,98588,34181,137878,62302
hsa-mir-625,0,134,0,0,0,0,56,0,0,0,0,0,0,0,0,56,65,17,0,0,0,0,0,130,0,0,238,0,475,0
hsa-mir-342,1504,5439,6940,2876,4365,11023,3282,114,4753,97,135,686,119,3692,8090,2164,9244,242,957,0,4406,496,0,6105,3274,6050,6337,1071,5230,1954
hsa-mir-345,213,631,1647,892,1080,745,523,56,1168,14,13,337,20,365,1517,651,1290,161,221,0,1235,170,0,711,640,1022,905,379,1151,594
hsa-mir-345*,213,631,1647,892,1080,745,523,56,1168,14,13,337,20,365,1517,651,1290,161,221,0,1235,170,0,711,640,1022,905,379,1151,594
hsa-mir-493,0,10,0,0,0,0,0,0,42,0,0,0,0,0,34,18,11,0,7,0,0,0,0,9,0,0,13,0,0,61
hsa-mir-127,0,0,0,0,0,0,0,0,27,0,0,0,0,0,21,14,11,0,0,0,0,7,0,0,0,0,0,0,26,31
hsa-mir-136,5,30,20,14,0,12,7,0,132,0,12,0,0,0,147,44,62,0,20,0,7,10,0,35,0,0,55,0,147,141
hsa-mir-379,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0
hsa-mir-411,16,122,45,49,9,31,0,0,510,0,10,27,0,14,339,256,157,20,106,0,0,38,0,148,0,17,115,0,685,740
hsa-mir-758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,13,0,0,29
hsa-mir-543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-654,19,158,38,92,0,35,46,0,590,6,16,24,0,11,476,366,225,14,118,0,18,18,0,205,0,29,268,0,794,795
hsa-mir-381,10,39,27,28,0,14,9,0,364,0,5,13,0,5,269,85,96,0,39,0,6,10,0,57,0,14,98,0,334,286
hsa-mir-487b,0,6,0,0,0,0,0,0,35,0,0,0,0,0,34,30,13,0,0,0,0,0,0,14,0,0,23,0,50,71
hsa-mir-487b*,0,6,0,0,0,0,0,0,35,0,0,0,0,0,34,30,13,0,0,0,0,0,0,14,0,0,23,0,50,71
hsa-mir-889,0,18,0,7,0,0,0,0,60,0,0,0,0,0,54,25,31,0,9,0,0,0,0,12,0,7,36,0,83,70
hsa-mir-487a,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,7,0,0,21
hsa-mir-382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,12,11
hsa-mir-134,0,0,0,8,0,0,0,0,27,0,0,0,0,0,18,47,17,0,0,0,0,0,0,0,0,0,12,0,34,35
hsa-mir-485,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,6,0,30,28
hsa-mir-409,0,67,0,52,0,15,20,0,317,0,0,9,0,11,337,402,126,0,15,0,0,20,0,0,0,16,193,0,508,689
hsa-mir-369,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,38,34
hsa-mir-410,10,73,43,44,0,11,10,7,316,0,8,17,0,10,290,224,139,9,44,0,10,13,0,89,0,7,144,0,410,413
hsa-mir-7-2,8,26,33,25,43,23,33,0,37,0,0,0,0,14,50,9,61,0,0,0,38,9,0,48,20,52,59,12,28,25
hsa-mir-9-3,0,89,939,60,9,11,10,0,47,0,0,0,11,0,223,46,0,118,230,0,62,13,0,93,13,0,26,0,55,23
hsa-mir-9-3*,0,89,939,60,9,11,10,0,47,0,0,0,11,0,223,46,0,118,230,0,62,13,0,93,13,0,26,0,55,23
hsa-mir-193b,0,15,13,0,0,0,0,0,41,0,0,0,0,0,13,9,11,0,15,0,0,0,0,6,0,8,0,8,128,54
hsa-mir-365a,0,7,14,15,0,0,0,0,17,0,0,0,0,0,6,10,9,0,0,0,0,0,0,0,5,0,0,0,21,13
hsa-mir-484,583,1415,1076,2081,1445,2765,854,92,2669,21,48,357,42,636,2002,949,1757,133,535,0,1024,212,0,1299,855,2020,2196,275,3499,1906
hsa-mir-140,0,0,0,5504,0,0,0,0,7703,0,0,0,0,0,0,3041,0,0,0,0,0,0,22,0,0,0,0,0,0,3362
hsa-mir-744,53,237,232,798,0,0,0,11,692,12,0,45,14,88,324,485,0,41,71,0,0,100,0,375,184,0,643,0,1340,1419
hsa-mir-423,1618,8035,6698,6661,7978,7425,6337,420,7157,218,194,0,115,0,6678,6575,7043,671,0,0,10303,1163,0,9808,6020,9536,9927,2572,19317,9021
hsa-mir-193a,0,38,32,0,10,29,13,0,17,0,0,10,0,12,0,11,11,0,5,0,0,0,0,14,14,16,25,11,27,26
hsa-mir-365b,0,7,14,15,0,0,0,0,17,0,0,0,0,0,6,10,9,0,0,0,0,0,0,0,5,0,0,0,21,13
hsa-mir-21,0,199505,226214,0,102810,95471,79554,9491,174927,11486,11739,47307,8249,0,151069,45608,220515,14328,21800,0,203767,26245,0,95218,89588,103058,182885,46065,0,0
hsa-mir-3615,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,25,0,0,0,0,147,0,0,259
hsa-mir-4746,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,6,11,0,0,0,0,0,0,0,0,10,18,0,11,0
hsa-mir-7-3,8,26,33,25,43,23,33,0,37,0,0,0,0,14,50,9,61,0,0,0,38,9,0,48,20,52,59,12,28,25
hsa-mir-181c,372,908,1066,2017,538,536,449,69,2742,44,40,461,82,258,1441,861,2089,75,259,0,847,149,0,1288,295,629,1291,186,1727,1196
hsa-mir-181d,10,0,32,119,0,21,15,0,129,0,0,13,0,17,106,33,103,0,14,0,28,0,0,45,0,21,73,0,116,94
hsa-mir-642a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,5,0,0,0,0,0,0
hsa-mir-769,191,1293,2304,1172,1173,1426,853,67,1720,19,18,319,24,443,1488,710,2052,138,133,0,2312,275,0,1175,1543,1471,2380,680,1377,748
hsa-mir-99b,0,269,0,472,40,197,106,0,526,0,10,25,0,54,225,140,357,8,234,0,94,26,0,298,39,0,541,0,659,1441
hsa-mir-125a,0,477,162,0,131,0,0,0,0,0,0,0,0,76,0,228,0,15,230,0,0,64,0,0,105,0,954,0,1285,2271
hsa-mir-935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4772,0,12,6,23,0,0,0,0,0,0,0,0,0,0,26,19,23,0,0,0,12,0,0,0,0,0,6,0,0,0
hsa-mir-128-1,0,1590,0,1131,1606,0,996,0,1177,121,79,0,62,363,1747,1127,0,350,453,0,2442,337,0,0,1865,0,3614,0,2514,1121
hsa-mir-10b,0,26,0,31,0,31,0,0,62,0,0,0,0,0,29,43,37,0,30,0,23,10,0,43,0,57,72,0,42,50
hsa-mir-4775,5,5,15,5,11,0,0,0,0,0,0,0,0,0,6,5,16,0,0,0,15,0,0,14,0,10,20,7,12,0
hsa-mir-26b,7510,41167,67474,32995,45689,36829,36314,1342,38615,2608,4028,6443,2153,12819,66524,11714,65269,2624,5284,41,44937,9457,184,55712,40672,42763,84222,20356,32691,13112
hsa-mir-103a-2,0,12035,25836,11682,11607,13670,7469,800,20463,173,356,3017,281,6004,17440,6220,17060,1365,2643,9,17671,2293,36,9806,7328,12104,14565,6902,18504,8714
hsa-mir-548o-2,5,19,21,24,16,0,0,0,34,0,0,0,0,0,31,18,34,0,0,0,0,0,0,0,0,0,48,0,57,13
hsa-mir-133a-2,0,15,0,33,0,0,0,0,48,0,0,0,0,20,10,12,8,0,0,0,0,0,0,0,0,21,85,0,158,66
hsa-mir-941-1,500,1761,1761,2578,1493,1384,1254,118,3802,60,37,470,148,470,535,2172,2520,179,1050,0,987,287,0,1358,1156,896,1380,499,1501,802
hsa-mir-941-3,500,1761,0,0,0,1384,1254,118,0,60,37,470,148,470,535,2172,2520,179,1050,0,987,287,0,1358,1156,896,1380,0,0,802
hsa-mir-99a,0,0,0,14,0,7,0,0,37,0,0,0,0,0,25,8,42,7,0,0,0,0,0,10,0,0,17,0,36,0
hsa-mir-125b-2,0,10,0,24,0,12,0,0,28,0,0,0,0,0,22,13,23,24,27,0,8,0,0,0,0,12,11,0,41,28
hsa-mir-155,3089,32854,63685,19654,43285,54549,28154,1234,10267,625,1211,6600,561,5511,31790,5526,71654,1749,1781,0,50916,6550,161,26257,33262,26121,84661,18190,9401,3420
hsa-mir-155*,3089,32854,63685,19654,43285,54549,28154,1234,10267,625,1211,6600,561,5511,31790,5526,71654,1749,1781,0,50916,6550,161,26257,33262,26121,84661,18190,9401,3420
hsa-mir-185,0,83,92,238,64,63,35,0,261,0,0,17,0,55,276,35,177,0,20,0,82,23,0,151,115,0,415,20,129,231
hsa-mir-301b,12,90,179,131,52,28,33,0,149,11,0,21,15,12,127,44,139,0,34,0,74,28,0,45,43,57,76,19,166,74
hsa-mir-130b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,11,0,0,0,0,0,143,0,0,0,0,0,259
hsa-mir-3909,0,33,39,28,13,0,24,0,47,0,0,7,0,9,30,30,25,0,0,0,25,9,0,8,16,17,29,7,9,0
hsa-mir-3909*,0,33,39,28,13,0,24,0,47,0,0,7,0,9,30,30,25,0,0,0,25,9,0,8,16,17,29,7,9,0
hsa-mir-128-2,0,1586,0,1125,1602,0,992,0,1169,121,79,0,62,365,1739,1120,0,350,452,0,2439,333,0,0,1861,0,3606,0,2499,1117
hsa-mir-26a-1,81556,473740,412656,228623,413362,442663,353880,14722,229835,29723,33777,62888,14927,77558,770557,133279,608067,17601,50498,481,441602,96533,1731,551992,364556,472779,847135,160961,370070,194632
hsa-mir-15b,472,1538,3336,1104,1040,701,715,140,1576,26,45,375,35,236,1457,766,1505,120,252,0,1074,249,0,836,734,1361,1274,454,1816,1011
hsa-mir-16-2,33014,44788,90493,72455,279892,175882,116236,10496,139677,7299,8078,34153,5475,22767,203626,67677,262065,15013,27907,14,149567,25363,430,193074,100438,172777,330204,71842,204074,55353
hsa-mir-28,3225,19318,34580,19518,22215,55129,19596,884,22061,2351,1266,4706,1046,9434,39969,12706,51236,1075,3363,28,28720,6683,113,32365,34784,20300,30427,13018,28717,11376
hsa-mir-574,50,233,487,169,371,248,323,23,226,0,12,0,0,89,299,145,228,33,84,0,217,35,0,206,338,223,396,109,137,63
hsa-mir-576,0,0,0,0,0,0,90,0,146,11,0,0,0,0,0,70,0,0,0,0,148,24,0,0,0,0,0,0,218,66
hsa-mir-577,103,513,819,155,413,0,0,15,207,0,0,76,0,104,721,76,0,20,45,0,781,61,0,323,443,598,731,234,531,159
hsa-mir-143,3862,3301,10939,13377,5161,0,4628,67,8119,131,32,1108,0,1897,0,4258,0,0,0,0,0,0,0,2995,3100,795,0,450,0,0
hsa-mir-145,8,13,0,42,21,0,0,0,74,0,0,0,0,0,25,8,14,0,0,0,0,0,0,0,0,0,8,0,34,20
hsa-mir-378a,886,4450,8820,4558,5972,1496,2074,104,6746,388,331,1664,494,719,2688,3898,7102,325,711,0,7770,1104,22,3785,2134,5491,7158,5108,8407,3322
hsa-mir-146a,1591,1982,3412,10006,26107,3547,1931,205,8159,299,65,549,190,718,9341,4362,17344,57,1492,0,2178,1072,0,5690,5566,5912,9764,605,10825,17412
hsa-mir-1271,13,45,19,0,58,117,52,0,18,0,0,0,0,23,63,11,58,0,0,0,23,0,0,66,0,39,113,0,0,0
hsa-mir-550a-1,32,49,47,16,49,53,26,0,26,0,0,11,0,0,75,21,43,0,0,0,40,8,0,19,15,78,0,6,55,21
hsa-mir-550a-2,32,49,47,16,49,53,26,0,26,0,0,11,0,0,75,21,43,0,0,0,40,8,0,19,15,78,0,6,55,21
hsa-mir-590,75,338,289,106,345,264,246,16,206,12,15,32,11,57,375,37,436,19,40,0,318,33,0,180,255,283,223,73,249,64
hsa-mir-335,0,384,538,0,501,183,344,0,261,16,0,0,16,0,936,101,0,0,0,0,481,288,0,278,503,358,0,154,0,0
hsa-mir-671,22,218,167,160,142,226,105,0,122,10,7,34,8,44,115,128,243,25,28,0,218,31,0,273,163,196,365,69,371,265
hsa-mir-4662a,13,33,19,29,9,53,57,0,47,0,0,0,0,0,43,17,51,0,12,0,48,15,0,58,70,23,24,42,118,54
hsa-mir-101-2,13062,48226,100256,26416,57674,52201,40573,3266,48595,3543,3917,10294,2041,24443,99269,5016,93397,4825,8894,152,78615,8442,715,55498,47764,59498,53792,29087,37394,8064
hsa-mir-23b,0,0,0,0,0,0,797,0,0,0,80,0,0,0,0,624,0,0,0,0,0,166,0,0,1256,0,1099,0,0,0
hsa-mir-27b,3498,12190,61986,13984,16328,11104,8752,1594,11931,1160,677,4791,1399,3426,21056,7389,39655,1592,2647,23,45869,2437,136,15262,27399,17365,30150,16797,17269,10531
hsa-mir-24-1,388,954,2502,1830,1499,1189,1143,106,1888,50,69,377,82,588,1592,750,2735,94,352,0,1097,220,0,1465,1120,1260,1649,0,828,832
hsa-mir-181a-2,6220,38087,18301,86982,11067,13847,12258,2029,130514,970,1000,13501,2664,7578,64038,101887,63942,2282,10549,12,30420,13222,55,81122,10544,33147,70642,4299,245721,93769
hsa-mir-181b-2,0,1535,651,2779,344,778,415,64,4395,33,35,500,132,345,2208,4057,2224,105,428,0,1265,614,0,2429,452,1045,2056,160,6780,2388
hsa-mir-126,1291,15844,1922,32262,256,1921,1485,210,23436,569,351,2428,268,3563,10363,4674,18084,546,10323,0,380,1322,10,6267,390,7282,28120,192,47739,32225
hsa-mir-500a,92,488,671,631,343,426,353,30,1044,12,18,121,38,121,466,530,805,30,83,0,456,111,0,475,454,624,340,223,513,292
hsa-mir-362,0,0,100,64,0,0,0,6,76,0,0,0,0,41,53,12,104,0,14,0,40,7,0,0,0,0,27,0,0,12
hsa-mir-501,49,119,93,92,107,0,80,0,93,0,0,23,0,42,63,102,193,10,21,0,68,0,0,154,139,245,80,26,60,55
hsa-mir-660,281,1028,2127,433,1110,1552,789,83,1641,0,126,318,55,463,1053,342,1608,174,138,0,935,240,0,829,997,1460,281,649,656,160
hsa-mir-502,33,165,185,138,135,197,105,0,276,0,0,48,0,48,143,134,262,10,0,0,147,30,0,146,176,223,67,65,143,38
hsa-mir-652,122,151,147,0,100,623,96,12,0,6,0,36,0,126,257,156,223,26,90,0,139,12,0,274,126,270,0,56,550,192
hsa-mir-1277,30,167,167,157,141,27,105,9,184,0,0,35,0,37,188,16,172,20,49,0,128,5,0,52,64,117,80,56,269,55
hsa-mir-664b,64,120,232,56,236,104,88,0,196,0,0,40,0,76,220,72,288,0,28,0,148,40,0,92,252,112,200,116,92,0
hsa-mir-34a,0,33,816,62,119,0,48,34,138,18,25,58,10,0,245,23,210,15,72,0,525,0,0,0,6,57,0,119,0,12
hsa-mir-101-1,12817,46831,97702,25852,56447,50368,39496,3219,47449,3428,3811,10122,2006,23946,95806,4898,90947,4768,8755,150,76626,8083,693,53985,46563,58057,52349,28522,36591,7888
hsa-mir-186,2239,21718,23036,11594,19383,34286,12119,535,16374,1085,875,1803,1028,4238,22972,5980,31634,504,1518,12,24991,4608,24,18337,13830,19392,29130,7898,23593,8851
hsa-mir-190b,0,8,7,29,18,21,8,0,30,0,0,0,0,7,38,7,30,0,0,0,7,0,0,0,11,6,11,8,14,0
hsa-mir-9-1,0,89,939,60,9,11,10,0,47,0,0,0,11,0,223,46,0,118,230,0,62,13,0,93,13,10,26,0,55,23
hsa-mir-1295a,25,164,149,29,214,208,134,0,66,0,0,0,0,12,286,36,231,10,0,0,140,19,0,149,313,122,230,95,6,0
hsa-mir-199a-2,197,1328,511,2887,247,258,317,27,2660,56,25,245,35,369,1225,935,889,66,283,0,197,222,0,640,257,360,2296,117,6009,3005
hsa-mir-181b-1,0,1535,651,2779,344,778,415,64,4395,33,35,500,132,345,2208,4057,2224,105,428,0,1265,614,0,2429,452,1045,2056,160,6780,2388
